129	398.2299	119.5576574	18757	22160
130	635.4970237	133.3225903	3787	13643
131	378.3484559	272.2907677	28883	29837
132	484.8029663	677.0730379	4366	7986
133	278.8710883	299.9308771	26742	28477
134	381.6537301	360.3337603	8811	9629
135	557.6070708	595.3185092	19700	29109
136	249.0589749	76.65951126	25728	32681
137	562.9048788	670.0382113	25190	28233
138	398.5504366	392.6493259	24127	27571
139	590.8939721	370.7414914	12176	14531
140	558.2008004	0.419881451	1765	4151
141	461.4114714	530.5254969	29944	31800
142	354.7242882	685.4045362	18965	27605
143	193.6611296	669.7432521	8090	14330
144	352.3140807	140.3273324	6660	16610
145	308.434571	115.205427	18839	23473
146	299.588137	530.5889619	22483	25350
147	334.2748764	152.1494569	8652	12681
148	690.9658586	134.5793307	3326	8617
149	48.07981241	270.9680674	16262	22894
150	91.64676477	166.3541158	19714	26662
