1,0,0,-9,0,
139,398,194,-2,
140,-410,-84,5,
141,161,493,8,
142,397,-418,7,
143,480,-188,10,
144,-145,479,4,
145,199,459,0,
146,204,-363,6,
147,144,-241,0,
148,-116,224,-6,
149,27,304,-1,
150,-309,-490,-9,
151,3,-24,2,
152,-248,79,0,
153,385,355,9,
154,255,-397,-4,
155,453,-464,0,
156,283,-445,-4,
157,138,-201,-3,
158,-384,-498,2,
159,18,-373,10,
160,-176,-267,5,
161,466,33,-2,
162,227,89,2,
163,-306,-46,10,
164,-411,-21,1,
165,-232,30,0,
166,395,228,9,
167,253,73,10,
168,-138,358,-5,
169,120,411,8,
170,411,307,-2,
171,-292,-406,9,
172,-6,-387,-7,
173,-164,-373,-2,
174,406,413,-2,
175,341,-135,-7,
176,-436,-73,3,
177,111,-163,2,
178,-169,302,9,
179,-97,438,8,
180,-428,-364,-7,
181,9,202,-1,
182,41,-307,-7,
183,220,110,-2,
184,19,181,-4,
185,302,499,3,
186,-263,-265,-3,
187,122,-422,-1,
188,371,-296,9,
189,-50,-398,-4,
190,-497,-277,-2,
191,82,-185,-1,
192,180,37,7,
193,62,212,-6,
194,-160,-12,-3,
195,196,-300,-4,
196,352,188,-4,
197,-434,-386,-10,
198,-33,-350,-7,
199,80,-265,-8,
200,-112,444,-1,
201,-407,52,-8,
202,39,17,0,
203,-185,-208,-4,
204,109,-107,-4,
205,185,451,5,
206,-158,-96,5,
207,192,252,-1,
208,433,-48,-4,
209,-208,-88,-10,
210,-186,459,-10,
211,155,324,-5,
212,106,-463,9,
213,-432,-305,6,
214,243,-399,-10,
215,-294,155,1,
216,485,-204,1,
217,-493,142,6,
218,94,-121,-6,
219,-397,260,-8,
220,97,461,4,
221,92,-457,-8,
222,401,-204,9,
223,160,49,3,
224,-104,-226,8,
225,-452,-439,-2,
226,280,323,7,
227,-474,309,3,
228,362,-427,-9,
229,222,-481,-2,
230,446,420,4,
231,361,-397,0,
232,250,-437,9,
233,100,-288,4,
234,182,-117,10,
235,463,-435,-8,
236,271,134,-9,
237,-233,421,-9,
238,122,71,-9,
239,328,30,-7,
240,-196,-408,9,
241,-341,-273,7,
242,40,-212,0,
243,285,-480,0,
244,-464,398,-7,
245,280,334,-6,
246,-345,345,0,
247,6,-201,4,
248,207,-174,-1,
249,434,-118,0,
250,-377,115,10,
251,298,-453,-6,
252,223,-374,8,
253,-150,270,8,
254,-82,465,-8,
255,-494,-422,-10,
256,-28,174,6,
257,-468,312,3,
258,-140,198,-9,
259,-202,308,7,
260,164,-202,-8,
261,-497,491,-7,
262,-80,378,-4,
263,295,253,-3,
264,-37,-191,0,
265,191,414,-6,
266,400,105,0,
267,-292,303,-9,
268,-335,95,0,
269,-474,-86,-8,
270,-259,82,6,
271,-338,102,4,
272,103,41,1,
273,-185,167,-2,
274,13,-343,-7,
275,131,282,9,
276,-170,307,-5,
277,265,55,3,
278,-209,190,10,
279,278,40,3,
280,320,25,-2,
281,-173,473,0,
282,74,372,-5,
283,453,489,-3,
284,-340,151,-3,
285,58,-416,-8,
286,-257,322,-5,
287,-6,-199,-5,
288,22,-145,-2,
289,4,10,-3,
290,-494,405,0,
291,-492,-391,-1,
292,-155,143,1,
293,489,194,8,
294,-211,213,4,
295,467,182,6,
296,-108,-336,0,
297,108,-130,0,
298,101,-429,-5,
299,-242,16,-4,
300,161,153,-3,
301,22,385,-4,
302,348,-278,-9,
303,-440,-172,7,
304,-327,338,2,
305,-92,-494,-3,
306,-147,-253,9,
307,79,-286,7,
308,34,273,-6,
309,-132,-53,-5,
310,242,14,4,
311,300,-200,7,
312,-352,-168,3,
313,348,283,-6,
314,281,424,1,
315,239,-179,3,
316,-64,373,-8,
317,-229,132,6,
318,-53,344,5,
319,-120,430,-2,
320,352,-416,-7,
321,342,-346,7,
322,300,353,10,
323,230,277,2,
324,413,-191,0,
325,412,-166,1,
326,374,227,0,
327,379,-267,9,
328,-21,-312,2,
329,170,336,9,
330,78,18,0,
331,206,95,0,
332,-55,-166,3,
333,-32,210,3,
334,205,389,8,
335,168,112,6,
336,-293,-325,-8,
337,-262,-370,8,
338,-168,-343,-4,
339,-32,-463,-1,
340,-418,383,5,
341,208,-288,-5,
342,-247,315,-2,
343,232,-386,4,
344,95,-233,-3,
345,-489,294,-2,
346,228,-31,4,
347,133,-409,2,
348,-36,242,6,
349,358,-54,4,
350,-478,122,4,
351,34,-366,-7,
352,-191,442,-10,
353,-463,-444,-4,
354,-63,-471,7,
355,230,222,9,
356,261,307,-2,
357,-111,-155,-1,
358,-158,110,0,
359,81,98,6,
360,-142,359,1,
361,-150,293,-4,
362,-30,-203,9,
363,-277,316,-8,
364,-343,-484,4,
365,-309,77,-4,
366,498,-363,-2,
367,-450,-221,-3,
368,-453,-372,3,
369,258,350,-9,
370,71,-165,8,
371,183,-378,3,
372,-479,109,-1,
373,-138,136,4,
374,-318,-28,0,
375,-152,-366,1,
376,-51,199,0,
377,-21,-356,6,
378,-487,-450,-4,
379,73,-465,-6,
380,271,-440,-4,
381,-199,211,-6,
382,4,-368,-7,
383,-286,123,2,
384,-71,-37,3,
385,-35,412,5,
386,-270,341,-10,
387,-381,-489,9,
388,-141,301,-8,
389,-385,434,7,
390,-255,-66,-6,
391,-156,389,-10,
392,240,7,8,
393,234,-237,-1,
394,337,-355,7,
395,437,304,0,
396,-289,-42,8,
397,367,131,9,
398,-46,-366,2,
399,-80,500,-5,
400,-381,-378,3,
